shortcut	category	emojiCheatSheetFile	githubFile	unicodeChars	unicodeSampleFile	unicodeCldr	subcategory	aliasShortcuts	browserTypes
trophy	github	trophy.png	unicode/1f3c6.png?v8	U+1F3C6	1f3c6.png	 	custom	 	 
tropical_drink	github	tropical_drink.png	unicode/1f379.png?v8	U+1F379	1f379.png	 	custom	 	 
tropical_fish	github	tropical_fish.png	unicode/1f420.png?v8	U+1F420	1f420.png	 	custom	 	 
truck	github	truck.png	unicode/1f69a.png?v8	U+1F69A	1f69a.png	 	custom	 	 
trumpet	github	trumpet.png	unicode/1f3ba.png?v8	U+1F3BA	1f3ba.png	 	custom	 	 
tshirt	github	shirt.png	unicode/1f455.png?v8	U+1F455	1f455.png	 	custom	shirt	 
tulip	github	tulip.png	unicode/1f337.png?v8	U+1F337	1f337.png	 	custom	 	 
tumbler_glass	github	 	unicode/1f943.png?v8	U+1F943	1f943.png	 	custom	 	 
tunisia	github	 	unicode/1f1f9-1f1f3.png?v8	U+1F1F9 U+1F1F3	1f1f9-1f1f3.png	 	custom	 	 
turkey	github	 	unicode/1f983.png?v8	U+1F983	1f983.png	 	custom	 	 
turkmenistan	github	 	unicode/1f1f9-1f1f2.png?v8	U+1F1F9 U+1F1F2	1f1f9-1f1f2.png	 	custom	 	 
turks_caicos_islands	github	 	unicode/1f1f9-1f1e8.png?v8	U+1F1F9 U+1F1E8	1f1f9-1f1e8.png	 	custom	 	 
turtle	github	turtle.png	unicode/1f422.png?v8	U+1F422	1f422.png	 	custom	 	 
tuvalu	github	 	unicode/1f1f9-1f1fb.png?v8	U+1F1F9 U+1F1FB	1f1f9-1f1fb.png	 	custom	 	 
tv	github	tv.png	unicode/1f4fa.png?v8	U+1F4FA	1f4fa.png	 	custom	 	 
twisted_rightwards_arrows	github	twisted_rightwards_arrows.png	unicode/1f500.png?v8	U+1F500	1f500.png	 	custom	 	 
two	github	two.png	unicode/0032-20e3.png?v8	U+0032 U+20E3	0032-20e3.png	 	custom	 	 
two_hearts	github	two_hearts.png	unicode/1f495.png?v8	U+1F495	1f495.png	 	custom	 	 
two_men_holding_hands	github	two_men_holding_hands.png	unicode/1f46c.png?v8	U+1F46C	1f46c.png	 	custom	 	 
two_women_holding_hands	github	two_women_holding_hands.png	unicode/1f46d.png?v8	U+1F46D	1f46d.png	 	custom	 	 
u5272	github	u5272.png	unicode/1f239.png?v8	U+1F239	1f239.png	 	custom	 	 
u5408	github	u5408.png	unicode/1f234.png?v8	U+1F234	1f234.png	 	custom	 	 
u55b6	github	u55b6.png	unicode/1f23a.png?v8	U+1F23A	1f23a.png	 	custom	 	 
u6307	github	u6307.png	unicode/1f22f.png?v8	U+1F22F	1f22f.png	 	custom	 	 
u6708	github	u6708.png	unicode/1f237.png?v8	U+1F237	1f237.png	 	custom	 	 
u6709	github	u6709.png	unicode/1f236.png?v8	U+1F236	1f236.png	 	custom	 	 
u6e80	github	u6e80.png	unicode/1f235.png?v8	U+1F235	1f235.png	 	custom	 	 
u7121	github	u7121.png	unicode/1f21a.png?v8	U+1F21A	1f21a.png	 	custom	 	 
u7533	github	u7533.png	unicode/1f238.png?v8	U+1F238	1f238.png	 	custom	 	 
u7981	github	u7981.png	unicode/1f232.png?v8	U+1F232	1f232.png	 	custom	 	 
u7a7a	github	u7a7a.png	unicode/1f233.png?v8	U+1F233	1f233.png	 	custom	 	 
uganda	github	 	unicode/1f1fa-1f1ec.png?v8	U+1F1FA U+1F1EC	1f1fa-1f1ec.png	 	custom	 	 
uk	github	gb.png	unicode/1f1ec-1f1e7.png?v8	U+1F1EC U+1F1E7	1f1ec-1f1e7.png	 	custom	gb	 
ukraine	github	 	unicode/1f1fa-1f1e6.png?v8	U+1F1FA U+1F1E6	1f1fa-1f1e6.png	 	custom	 	 
umbrella	github	umbrella.png	unicode/2614.png?v8	U+2614	2614.png	 	custom	 	 
unamused	github	unamused.png	unicode/1f612.png?v8	U+1F612	1f612.png	 	custom	 	 
underage	github	underage.png	unicode/1f51e.png?v8	U+1F51E	1f51e.png	 	custom	 	 
unicorn	github	 	unicode/1f984.png?v8	U+1F984	1f984.png	 	custom	 	 
united_arab_emirates	github	 	unicode/1f1e6-1f1ea.png?v8	U+1F1E6 U+1F1EA	1f1e6-1f1ea.png	 	custom	 	 
united_nations	github	 	unicode/1f1fa-1f1f3.png?v8	U+1F1FA U+1F1F3	1f1fa-1f1f3.png	 	custom	 	 
unlock	github	unlock.png	unicode/1f513.png?v8	U+1F513	1f513.png	 	custom	 	 
up	github	up.png	unicode/1f199.png?v8	U+1F199	1f199.png	 	custom	 	 
upside_down_face	github	 	unicode/1f643.png?v8	U+1F643	1f643.png	 	custom	 	 
uruguay	github	 	unicode/1f1fa-1f1fe.png?v8	U+1F1FA U+1F1FE	1f1fa-1f1fe.png	 	custom	 	 
us	github	us.png	unicode/1f1fa-1f1f8.png?v8	U+1F1FA U+1F1F8	1f1fa-1f1f8.png	 	custom	 	 
us_outlying_islands	github	 	unicode/1f1fa-1f1f2.png?v8	U+1F1FA U+1F1F2	1f1fa-1f1f2.png	 	custom	 	 
us_virgin_islands	github	 	unicode/1f1fb-1f1ee.png?v8	U+1F1FB U+1F1EE	1f1fb-1f1ee.png	 	custom	 	 
uzbekistan	github	 	unicode/1f1fa-1f1ff.png?v8	U+1F1FA U+1F1FF	1f1fa-1f1ff.png	 	custom	 	 
v	github	v.png	unicode/270c.png?v8	U+270C	270c.png	 	custom	 	 
vampire	github	 	unicode/1f9db.png?v8	U+1F9DB	1f9db.png	 	custom	 	 
vampire_man	github	 	unicode/1f9db-2642.png?v8	U+1F9DB U+2642	1f9db-2642.png	 	custom	 	 
vampire_woman	github	 	unicode/1f9db-2640.png?v8	U+1F9DB U+2640	1f9db-2640.png	 	custom	 	 
vanuatu	github	 	unicode/1f1fb-1f1fa.png?v8	U+1F1FB U+1F1FA	1f1fb-1f1fa.png	 	custom	 	 
vatican_city	github	 	unicode/1f1fb-1f1e6.png?v8	U+1F1FB U+1F1E6	1f1fb-1f1e6.png	 	custom	 	 
venezuela	github	 	unicode/1f1fb-1f1ea.png?v8	U+1F1FB U+1F1EA	1f1fb-1f1ea.png	 	custom	 	 
vertical_traffic_light	github	vertical_traffic_light.png	unicode/1f6a6.png?v8	U+1F6A6	1f6a6.png	 	custom	 	 
vhs	github	vhs.png	unicode/1f4fc.png?v8	U+1F4FC	1f4fc.png	 	custom	 	 
vibration_mode	github	vibration_mode.png	unicode/1f4f3.png?v8	U+1F4F3	1f4f3.png	 	custom	 	 
video_camera	github	video_camera.png	unicode/1f4f9.png?v8	U+1F4F9	1f4f9.png	 	custom	 	 
video_game	github	video_game.png	unicode/1f3ae.png?v8	U+1F3AE	1f3ae.png	 	custom	 	 
vietnam	github	 	unicode/1f1fb-1f1f3.png?v8	U+1F1FB U+1F1F3	1f1fb-1f1f3.png	 	custom	 	 
violin	github	violin.png	unicode/1f3bb.png?v8	U+1F3BB	1f3bb.png	 	custom	 	 
virgo	github	virgo.png	unicode/264d.png?v8	U+264D	264d.png	 	custom	 	 
volcano	github	volcano.png	unicode/1f30b.png?v8	U+1F30B	1f30b.png	 	custom	 	 
volleyball	github	 	unicode/1f3d0.png?v8	U+1F3D0	1f3d0.png	 	custom	 	 
vomiting_face	github	 	unicode/1f92e.png?v8	U+1F92E	1f92e.png	 	custom	 	 
vs	github	vs.png	unicode/1f19a.png?v8	U+1F19A	1f19a.png	 	custom	 	 
vulcan_salute	github	 	unicode/1f596.png?v8	U+1F596	1f596.png	 	custom	 	 
waffle	github	 	unicode/1f9c7.png?v8	U+1F9C7	1f9c7.png	 	custom	 	 
wales	github	 	unicode/1f3f4-e0067-e0062-e0077-e006c-e0073-e007f.png?v8	U+1F3F4 U+E0067 U+E0062 U+E0077 U+E006C U+E0073 U+E007F	1f3f4-e0067-e0062-e0077-e006c-e0073-e007f.png	 	custom	 	 
walking	github	walking.png	unicode/1f6b6.png?v8	U+1F6B6	1f6b6.png	 	custom	 	 
walking_man	github	 	unicode/1f6b6-2642.png?v8	U+1F6B6 U+2642	1f6b6-2642.png	 	custom	 	 
walking_woman	github	 	unicode/1f6b6-2640.png?v8	U+1F6B6 U+2640	1f6b6-2640.png	 	custom	 	 
wallis_futuna	github	 	unicode/1f1fc-1f1eb.png?v8	U+1F1FC U+1F1EB	1f1fc-1f1eb.png	 	custom	 	 
waning_crescent_moon	github	waning_crescent_moon.png	unicode/1f318.png?v8	U+1F318	1f318.png	 	custom	 	 
waning_gibbous_moon	github	waning_gibbous_moon.png	unicode/1f316.png?v8	U+1F316	1f316.png	 	custom	 	 
warning	github	warning.png	unicode/26a0.png?v8	U+26A0	26a0.png	 	custom	 	 
wastebasket	github	 	unicode/1f5d1.png?v8	U+1F5D1	1f5d1.png	 	custom	 	 
watch	github	watch.png	unicode/231a.png?v8	U+231A	231a.png	 	custom	 	 
water_buffalo	github	water_buffalo.png	unicode/1f403.png?v8	U+1F403	1f403.png	 	custom	 	 
water_polo	github	 	unicode/1f93d.png?v8	U+1F93D	1f93d.png	 	custom	 	 
watermelon	github	watermelon.png	unicode/1f349.png?v8	U+1F349	1f349.png	 	custom	 	 
wave	github	wave.png	unicode/1f44b.png?v8	U+1F44B	1f44b.png	 	custom	 	 
wavy_dash	github	wavy_dash.png	unicode/3030.png?v8	U+3030	3030.png	 	custom	 	 
waxing_crescent_moon	github	waxing_crescent_moon.png	unicode/1f312.png?v8	U+1F312	1f312.png	 	custom	 	 
waxing_gibbous_moon	github	waxing_gibbous_moon.png	unicode/1f314.png?v8	U+1F314	1f314.png	 	custom	moon	 
wc	github	wc.png	unicode/1f6be.png?v8	U+1F6BE	1f6be.png	 	custom	 	 
weary	github	weary.png	unicode/1f629.png?v8	U+1F629	1f629.png	 	custom	 	 
wedding	github	wedding.png	unicode/1f492.png?v8	U+1F492	1f492.png	 	custom	 	 
weight_lifting	github	 	unicode/1f3cb.png?v8	U+1F3CB	1f3cb.png	 	custom	 	 
weight_lifting_man	github	 	unicode/1f3cb-2642.png?v8	U+1F3CB U+2642	1f3cb-2642.png	 	custom	 	 
weight_lifting_woman	github	 	unicode/1f3cb-2640.png?v8	U+1F3CB U+2640	1f3cb-2640.png	 	custom	 	 
western_sahara	github	 	unicode/1f1ea-1f1ed.png?v8	U+1F1EA U+1F1ED	1f1ea-1f1ed.png	 	custom	 	 
whale	github	whale.png	unicode/1f433.png?v8	U+1F433	1f433.png	 	custom	 	 
whale2	github	whale2.png	unicode/1f40b.png?v8	U+1F40B	1f40b.png	 	custom	 	 
wheel_of_dharma	github	 	unicode/2638.png?v8	U+2638	2638.png	 	custom	 	 
wheelchair	github	wheelchair.png	unicode/267f.png?v8	U+267F	267f.png	 	custom	 	 
white_check_mark	github	white_check_mark.png	unicode/2705.png?v8	U+2705	2705.png	 	custom	 	 
white_circle	github	white_circle.png	unicode/26aa.png?v8	U+26AA	26aa.png	 	custom	 	 
white_flag	github	 	unicode/1f3f3.png?v8	U+1F3F3	1f3f3.png	 	custom	 	 
white_flower	github	white_flower.png	unicode/1f4ae.png?v8	U+1F4AE	1f4ae.png	 	custom	 	 
white_haired_man	github	 	unicode/1f468-1f9b3.png?v8	U+1F468 U+1F9B3	1f468-1f9b3.png	 	custom	 	 
white_haired_woman	github	 	unicode/1f469-1f9b3.png?v8	U+1F469 U+1F9B3	1f469-1f9b3.png	 	custom	 	 
white_heart	github	 	unicode/1f90d.png?v8	U+1F90D	1f90d.png	 	custom	 	 
white_large_square	github	white_large_square.png	unicode/2b1c.png?v8	U+2B1C	2b1c.png	 	custom	 	 
white_medium_small_square	github	white_medium_small_square.png	unicode/25fd.png?v8	U+25FD	25fd.png	 	custom	 	 
white_medium_square	github	white_medium_square.png	unicode/25fb.png?v8	U+25FB	25fb.png	 	custom	 	 
white_small_square	github	white_small_square.png	unicode/25ab.png?v8	U+25AB	25ab.png	 	custom	 	 
white_square_button	github	white_square_button.png	unicode/1f533.png?v8	U+1F533	1f533.png	 	custom	 	 
wilted_flower	github	 	unicode/1f940.png?v8	U+1F940	1f940.png	 	custom	 	 
wind_chime	github	wind_chime.png	unicode/1f390.png?v8	U+1F390	1f390.png	 	custom	 	 
wind_face	github	 	unicode/1f32c.png?v8	U+1F32C	1f32c.png	 	custom	 	 
window	github	 	unicode/1fa9f.png?v8	U+1FA9F	1fa9f.png	 	custom	 	 
wine_glass	github	wine_glass.png	unicode/1f377.png?v8	U+1F377	1f377.png	 	custom	 	 
wink	github	wink.png	unicode/1f609.png?v8	U+1F609	1f609.png	 	custom	 	 
wolf	github	wolf.png	unicode/1f43a.png?v8	U+1F43A	1f43a.png	 	custom	 	 
woman	github	woman.png	unicode/1f469.png?v8	U+1F469	1f469.png	 	custom	 	 
woman_artist	github	 	unicode/1f469-1f3a8.png?v8	U+1F469 U+1F3A8	1f469-1f3a8.png	 	custom	 	 
woman_astronaut	github	 	unicode/1f469-1f680.png?v8	U+1F469 U+1F680	1f469-1f680.png	 	custom	 	 
woman_beard	github	 	unicode/1f9d4-2640.png?v8	U+1F9D4 U+2640	1f9d4-2640.png	 	custom	 	 
woman_cartwheeling	github	 	unicode/1f938-2640.png?v8	U+1F938 U+2640	1f938-2640.png	 	custom	 	 
woman_cook	github	 	unicode/1f469-1f373.png?v8	U+1F469 U+1F373	1f469-1f373.png	 	custom	 	 
woman_dancing	github	dancer.png	unicode/1f483.png?v8	U+1F483	1f483.png	 	custom	dancer	 
woman_facepalming	github	 	unicode/1f926-2640.png?v8	U+1F926 U+2640	1f926-2640.png	 	custom	 	 
woman_factory_worker	github	 	unicode/1f469-1f3ed.png?v8	U+1F469 U+1F3ED	1f469-1f3ed.png	 	custom	 	 
woman_farmer	github	 	unicode/1f469-1f33e.png?v8	U+1F469 U+1F33E	1f469-1f33e.png	 	custom	 	 
woman_feeding_baby	github	 	unicode/1f469-1f37c.png?v8	U+1F469 U+1F37C	1f469-1f37c.png	 	custom	 	 
woman_firefighter	github	 	unicode/1f469-1f692.png?v8	U+1F469 U+1F692	1f469-1f692.png	 	custom	 	 
woman_health_worker	github	 	unicode/1f469-2695.png?v8	U+1F469 U+2695	1f469-2695.png	 	custom	 	 
woman_in_manual_wheelchair	github	 	unicode/1f469-1f9bd.png?v8	U+1F469 U+1F9BD	1f469-1f9bd.png	 	custom	 	 
woman_in_motorized_wheelchair	github	 	unicode/1f469-1f9bc.png?v8	U+1F469 U+1F9BC	1f469-1f9bc.png	 	custom	 	 
woman_in_tuxedo	github	 	unicode/1f935-2640.png?v8	U+1F935 U+2640	1f935-2640.png	 	custom	 	 
woman_judge	github	 	unicode/1f469-2696.png?v8	U+1F469 U+2696	1f469-2696.png	 	custom	 	 
woman_juggling	github	 	unicode/1f939-2640.png?v8	U+1F939 U+2640	1f939-2640.png	 	custom	 	 
woman_mechanic	github	 	unicode/1f469-1f527.png?v8	U+1F469 U+1F527	1f469-1f527.png	 	custom	 	 
woman_office_worker	github	 	unicode/1f469-1f4bc.png?v8	U+1F469 U+1F4BC	1f469-1f4bc.png	 	custom	 	 
woman_pilot	github	 	unicode/1f469-2708.png?v8	U+1F469 U+2708	1f469-2708.png	 	custom	 	 
woman_playing_handball	github	 	unicode/1f93e-2640.png?v8	U+1F93E U+2640	1f93e-2640.png	 	custom	 	 
woman_playing_water_polo	github	 	unicode/1f93d-2640.png?v8	U+1F93D U+2640	1f93d-2640.png	 	custom	 	 
woman_scientist	github	 	unicode/1f469-1f52c.png?v8	U+1F469 U+1F52C	1f469-1f52c.png	 	custom	 	 
woman_shrugging	github	 	unicode/1f937-2640.png?v8	U+1F937 U+2640	1f937-2640.png	 	custom	 	 
woman_singer	github	 	unicode/1f469-1f3a4.png?v8	U+1F469 U+1F3A4	1f469-1f3a4.png	 	custom	 	 
woman_student	github	 	unicode/1f469-1f393.png?v8	U+1F469 U+1F393	1f469-1f393.png	 	custom	 	 
woman_teacher	github	 	unicode/1f469-1f3eb.png?v8	U+1F469 U+1F3EB	1f469-1f3eb.png	 	custom	 	 
woman_technologist	github	 	unicode/1f469-1f4bb.png?v8	U+1F469 U+1F4BB	1f469-1f4bb.png	 	custom	 	 
woman_with_headscarf	github	 	unicode/1f9d5.png?v8	U+1F9D5	1f9d5.png	 	custom	 	 
woman_with_probing_cane	github	 	unicode/1f469-1f9af.png?v8	U+1F469 U+1F9AF	1f469-1f9af.png	 	custom	 	 
woman_with_turban	github	 	unicode/1f473-2640.png?v8	U+1F473 U+2640	1f473-2640.png	 	custom	 	 
woman_with_veil	github	bride_with_veil.png	unicode/1f470-2640.png?v8	U+1F470 U+2640	1f470-2640.png	 	custom	bride_with_veil	 
womans_clothes	github	womans_clothes.png	unicode/1f45a.png?v8	U+1F45A	1f45a.png	 	custom	 	 
womans_hat	github	womans_hat.png	unicode/1f452.png?v8	U+1F452	1f452.png	 	custom	 	 
women_wrestling	github	 	unicode/1f93c-2640.png?v8	U+1F93C U+2640	1f93c-2640.png	 	custom	 	 
womens	github	womens.png	unicode/1f6ba.png?v8	U+1F6BA	1f6ba.png	 	custom	 	 
wood	github	 	unicode/1fab5.png?v8	U+1FAB5	1fab5.png	 	custom	 	 
woozy_face	github	 	unicode/1f974.png?v8	U+1F974	1f974.png	 	custom	 	 
world_map	github	 	unicode/1f5fa.png?v8	U+1F5FA	1f5fa.png	 	custom	 	 
worm	github	 	unicode/1fab1.png?v8	U+1FAB1	1fab1.png	 	custom	 	 
worried	github	worried.png	unicode/1f61f.png?v8	U+1F61F	1f61f.png	 	custom	 	 
wrench	github	wrench.png	unicode/1f527.png?v8	U+1F527	1f527.png	 	custom	 	 
wrestling	github	 	unicode/1f93c.png?v8	U+1F93C	1f93c.png	 	custom	 	 
writing_hand	github	 	unicode/270d.png?v8	U+270D	270d.png	 	custom	 	 
x	github	x.png	unicode/274c.png?v8	U+274C	274c.png	 	custom	 	 
yarn	github	 	unicode/1f9f6.png?v8	U+1F9F6	1f9f6.png	 	custom	 	 
yawning_face	github	 	unicode/1f971.png?v8	U+1F971	1f971.png	 	custom	 	 
yellow_circle	github	 	unicode/1f7e1.png?v8	U+1F7E1	1f7e1.png	 	custom	 	 
yellow_heart	github	yellow_heart.png	unicode/1f49b.png?v8	U+1F49B	1f49b.png	 	custom	 	 
yellow_square	github	 	unicode/1f7e8.png?v8	U+1F7E8	1f7e8.png	 	custom	 	 
yemen	github	 	unicode/1f1fe-1f1ea.png?v8	U+1F1FE U+1F1EA	1f1fe-1f1ea.png	 	custom	 	 
yen	github	yen.png	unicode/1f4b4.png?v8	U+1F4B4	1f4b4.png	 	custom	 	 
yin_yang	github	 	unicode/262f.png?v8	U+262F	262f.png	 	custom	 	 
yo_yo	github	 	unicode/1fa80.png?v8	U+1FA80	1fa80.png	 	custom	 	 
yum	github	yum.png	unicode/1f60b.png?v8	U+1F60B	1f60b.png	 	custom	 	 
zambia	github	 	unicode/1f1ff-1f1f2.png?v8	U+1F1FF U+1F1F2	1f1ff-1f1f2.png	 	custom	 	 
zany_face	github	 	unicode/1f92a.png?v8	U+1F92A	1f92a.png	 	custom	 	 
zap	github	zap.png	unicode/26a1.png?v8	U+26A1	26a1.png	 	custom	 	 
zebra	github	 	unicode/1f993.png?v8	U+1F993	1f993.png	 	custom	 	 
zero	github	zero.png	unicode/0030-20e3.png?v8	U+0030 U+20E3	0030-20e3.png	 	custom	 	 
zimbabwe	github	 	unicode/1f1ff-1f1fc.png?v8	U+1F1FF U+1F1FC	1f1ff-1f1fc.png	 	custom	 	 
zipper_mouth_face	github	 	unicode/1f910.png?v8	U+1F910	1f910.png	 	custom	 	 
zombie	github	 	unicode/1f9df.png?v8	U+1F9DF	1f9df.png	 	custom	 	 
zombie_man	github	 	unicode/1f9df-2642.png?v8	U+1F9DF U+2642	1f9df-2642.png	 	custom	 	 
zombie_woman	github	 	unicode/1f9df-2640.png?v8	U+1F9DF U+2640	1f9df-2640.png	 	custom	 	 
zzz	github	zzz.png	unicode/1f4a4.png?v8	U+1F4A4	1f4a4.png	 	custom	 	 
 	people/body	 	 	U+1F44B U+1F3FB	1f44b-1f3fb.png	waving hand: light skin tone	hand-fingers-open	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F44B U+1F3FC	1f44b-1f3fc.png	waving hand: medium-light skin tone	hand-fingers-open	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F44B U+1F3FD	1f44b-1f3fd.png	waving hand: medium skin tone	hand-fingers-open	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F44B U+1F3FE	1f44b-1f3fe.png	waving hand: medium-dark skin tone	hand-fingers-open	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F44B U+1F3FF	1f44b-1f3ff.png	waving hand: dark skin tone	hand-fingers-open	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F91A U+1F3FB	1f91a-1f3fb.png	raised back of hand: light skin tone	hand-fingers-open	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F91A U+1F3FC	1f91a-1f3fc.png	raised back of hand: medium-light skin tone	hand-fingers-open	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F91A U+1F3FD	1f91a-1f3fd.png	raised back of hand: medium skin tone	hand-fingers-open	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F91A U+1F3FE	1f91a-1f3fe.png	raised back of hand: medium-dark skin tone	hand-fingers-open	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F91A U+1F3FF	1f91a-1f3ff.png	raised back of hand: dark skin tone	hand-fingers-open	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F590 U+1F3FB	1f590-1f3fb.png	hand with fingers splayed: light skin tone	hand-fingers-open	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F590 U+1F3FC	1f590-1f3fc.png	hand with fingers splayed: medium-light skin tone	hand-fingers-open	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F590 U+1F3FD	1f590-1f3fd.png	hand with fingers splayed: medium skin tone	hand-fingers-open	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F590 U+1F3FE	1f590-1f3fe.png	hand with fingers splayed: medium-dark skin tone	hand-fingers-open	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F590 U+1F3FF	1f590-1f3ff.png	hand with fingers splayed: dark skin tone	hand-fingers-open	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+270B U+1F3FB	270b-1f3fb.png	raised hand: light skin tone	hand-fingers-open	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+270B U+1F3FC	270b-1f3fc.png	raised hand: medium-light skin tone	hand-fingers-open	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+270B U+1F3FD	270b-1f3fd.png	raised hand: medium skin tone	hand-fingers-open	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+270B U+1F3FE	270b-1f3fe.png	raised hand: medium-dark skin tone	hand-fingers-open	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+270B U+1F3FF	270b-1f3ff.png	raised hand: dark skin tone	hand-fingers-open	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F596 U+1F3FB	1f596-1f3fb.png	vulcan salute: light skin tone	hand-fingers-open	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F596 U+1F3FC	1f596-1f3fc.png	vulcan salute: medium-light skin tone	hand-fingers-open	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F596 U+1F3FD	1f596-1f3fd.png	vulcan salute: medium skin tone	hand-fingers-open	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F596 U+1F3FE	1f596-1f3fe.png	vulcan salute: medium-dark skin tone	hand-fingers-open	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F596 U+1F3FF	1f596-1f3ff.png	vulcan salute: dark skin tone	hand-fingers-open	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1FAF1 U+1F3FB	1faf1-1f3fb.png	rightwards hand: light skin tone	hand-fingers-open	 	appl,goog
 	people/body	 	 	U+1FAF1 U+1F3FC	1faf1-1f3fc.png	rightwards hand: medium-light skin tone	hand-fingers-open	 	appl,goog
 	people/body	 	 	U+1FAF1 U+1F3FD	1faf1-1f3fd.png	rightwards hand: medium skin tone	hand-fingers-open	 	appl,goog
 	people/body	 	 	U+1FAF1 U+1F3FE	1faf1-1f3fe.png	rightwards hand: medium-dark skin tone	hand-fingers-open	 	appl,goog
 	people/body	 	 	U+1FAF1 U+1F3FF	1faf1-1f3ff.png	rightwards hand: dark skin tone	hand-fingers-open	 	appl,goog
 	people/body	 	 	U+1FAF2 U+1F3FB	1faf2-1f3fb.png	leftwards hand: light skin tone	hand-fingers-open	 	appl,goog
 	people/body	 	 	U+1FAF2 U+1F3FC	1faf2-1f3fc.png	leftwards hand: medium-light skin tone	hand-fingers-open	 	appl,goog
 	people/body	 	 	U+1FAF2 U+1F3FD	1faf2-1f3fd.png	leftwards hand: medium skin tone	hand-fingers-open	 	appl,goog
 	people/body	 	 	U+1FAF2 U+1F3FE	1faf2-1f3fe.png	leftwards hand: medium-dark skin tone	hand-fingers-open	 	appl,goog
 	people/body	 	 	U+1FAF2 U+1F3FF	1faf2-1f3ff.png	leftwards hand: dark skin tone	hand-fingers-open	 	appl,goog
 	people/body	 	 	U+1FAF3 U+1F3FB	1faf3-1f3fb.png	palm down hand: light skin tone	hand-fingers-open	 	appl,goog
 	people/body	 	 	U+1FAF3 U+1F3FC	1faf3-1f3fc.png	palm down hand: medium-light skin tone	hand-fingers-open	 	appl,goog
 	people/body	 	 	U+1FAF3 U+1F3FD	1faf3-1f3fd.png	palm down hand: medium skin tone	hand-fingers-open	 	appl,goog
 	people/body	 	 	U+1FAF3 U+1F3FE	1faf3-1f3fe.png	palm down hand: medium-dark skin tone	hand-fingers-open	 	appl,goog
 	people/body	 	 	U+1FAF3 U+1F3FF	1faf3-1f3ff.png	palm down hand: dark skin tone	hand-fingers-open	 	appl,goog
 	people/body	 	 	U+1FAF4 U+1F3FB	1faf4-1f3fb.png	palm up hand: light skin tone	hand-fingers-open	 	appl,goog
 	people/body	 	 	U+1FAF4 U+1F3FC	1faf4-1f3fc.png	palm up hand: medium-light skin tone	hand-fingers-open	 	appl,goog
 	people/body	 	 	U+1FAF4 U+1F3FD	1faf4-1f3fd.png	palm up hand: medium skin tone	hand-fingers-open	 	appl,goog
 	people/body	 	 	U+1FAF4 U+1F3FE	1faf4-1f3fe.png	palm up hand: medium-dark skin tone	hand-fingers-open	 	appl,goog
 	people/body	 	 	U+1FAF4 U+1F3FF	1faf4-1f3ff.png	palm up hand: dark skin tone	hand-fingers-open	 	appl,goog
 	people/body	 	 	U+1FAF7 U+1F3FB	1faf7-1f3fb.png	⊛ leftwards pushing hand: light skin tone	hand-fingers-open	 	appl,goog,fb,wind,twtr,joy,sams,gmail,sb,dcm,kddi
 	people/body	 	 	U+1FAF7 U+1F3FC	1faf7-1f3fc.png	⊛ leftwards pushing hand: medium-light skin tone	hand-fingers-open	 	appl,goog,fb,wind,twtr,joy,sams,gmail,sb,dcm,kddi
 	people/body	 	 	U+1FAF7 U+1F3FD	1faf7-1f3fd.png	⊛ leftwards pushing hand: medium skin tone	hand-fingers-open	 	appl,goog,fb,wind,twtr,joy,sams,gmail,sb,dcm,kddi
